lemma,count,POS,reason
परिभर्त्सय्,1,indecl,no exact MW headword
परिभर्त्सय्,1,part,no exact MW headword
परिभोगवत्,1,noun,no exact MW headword
परिभोग्य,1,noun,no exact MW headword
परिमाणी,1,noun,no exact MW headword
परिमार्जय्,1,part,no exact MW headword
परिमूर्छय्,1,part,no exact MW headword
परिमोहय्,1,part,no exact MW headword
परिरम्भय्,1,part,no exact MW headword
परिली,1,verb,no exact MW headword
परिलेलिह्,1,part,no exact MW headword
परिवञ्चय्,1,part,no exact MW headword
परिवर्तय्,1,indecl,no exact MW headword
परिवर्धय्,1,part,no exact MW headword
परिवादय्,1,verb,no exact MW headword
परिवासय्,1,part,no exact MW headword
परिविव्रज्,1,verb,no exact MW headword
परिविश्वासय्,1,part,no exact MW headword
परिशमय्,1,part,no exact MW headword
परिशातय्,1,verb,no exact MW headword
परिशृ,1,part,no exact MW headword
परिशोषय्,1,verb,no exact MW headword
परिश्रु,1,part,no exact MW headword
परिसंपत्,1,part,no exact MW headword
परिसंहरण,1,noun,no exact MW headword
परिसंहृष्,1,part,no exact MW headword
परिसाधय्,1,verb,no exact MW headword
परिस्नु,1,verb,no exact MW headword
परिस्पन्द्,1,part,no exact MW headword
परिस्रंस्,1,verb,no exact MW headword
परिहर्षय्,1,part,no exact MW headword
परिहापय्,1,part,no exact MW headword
परीक्षिन्,1,noun,no exact MW headword
परीत्तशुभ,1,noun,no exact MW headword
परीत्ताभ,1,noun,no exact MW headword
परीप्स्,1,part,no exact MW headword
पर्जन्यक,1,noun,no exact MW headword
पर्यनुनी,1,part,no exact MW headword
पर्यवस्थापय्,1,part,no exact MW headword
पर्यवाप्,1,verb,no exact MW headword
पर्याकुलय्,1,verb,no exact MW headword
पर्याक्रम्,1,verb,no exact MW headword
पर्यागम्,1,part,no exact MW headword
पर्युपभुज्,1,verb,no exact MW headword
पर्युपावृत्,1,part,no exact MW headword
पल्लवय्,1,verb,no exact MW headword
पवनतनय,1,noun,no exact MW headword
पव्यय,1,noun,no exact MW headword
पशुरक्षिन्,1,noun,no exact MW headword
पश्चिमोत्तर,1,noun,no exact MW headword
पस्य,1,stem,no exact MW headword
पाक्षिकी,1,noun,no exact MW headword
पाणिग्रहीतृ,1,noun,no exact MW headword
पाणिसंग्रह,1,noun,no exact MW headword
पात्रय्,1,part,no exact MW headword
पादमूलिक,1,noun,no exact MW headword
पादाङ्गुष्ठ,1,noun,no exact MW headword
पायय्,1,indecl,no exact MW headword
पारतल्पिक,1,noun,no exact MW headword
पारलौहित्यक,1,noun,no exact MW headword
पारीक्षिक,1,noun,no exact MW headword
पार्श्वमौलि,1,noun,no exact MW headword
पाविनी,1,noun,no exact MW headword
पाशभृत्,1,noun,no exact MW headword
पाशिक्य,1,noun,no exact MW headword
पाषण्डिन्,1,noun,no exact MW headword
पाषाण्डिन्,1,noun,no exact MW headword
पाष्य,1,noun,no exact MW headword
पिञ्छ,1,noun,no exact MW headword
पिण्डान्वाहार्यक,1,noun,no exact MW headword
पित,1,stem,no exact MW headword
पितृकार्य,1,noun,no exact MW headword
पितृराजन्,1,noun,no exact MW headword
पितृवन,1,noun,no exact MW headword
पितृष्वसृ,1,noun,no exact MW headword
पित्तक,1,noun,no exact MW headword
पिधा,1,verb,no exact MW headword
पिनाकभृत्,1,noun,no exact MW headword
पिपतिष्,1,part,no exact MW headword
पिपास्,1,part,no exact MW headword
पिपीष्,1,verb,no exact MW headword
पिशङ्गय्,1,part,no exact MW headword
पिशिताश,1,noun,no exact MW headword
पिशिताशन,1,noun,no exact MW headword
पिष्टपशु,1,noun,no exact MW headword
पीठसर्पिन्,1,noun,no exact MW headword
पीतसोमपूर्व,1,noun,no exact MW headword
पुजर्ह,1,stem,no exact MW headword
पुण्यतम,1,noun,no exact MW headword
पुण्यप्रसव,1,noun,no exact MW headword
पुत्,1,noun,no exact MW headword
पुरुधा,1,indecl,no exact MW headword
पुरुषादन,1,noun,no exact MW headword
पुरुषोपसृप्तक,1,noun,no exact MW headword
पुलकय्,1,verb,no exact MW headword
पुष्पद,1,noun,no exact MW headword
पुष्पमास,1,noun,no exact MW headword
पुष्पलिपि,1,noun,no exact MW headword
पुष्पशर,1,noun,no exact MW headword
पुष्पास्तरण,1,noun,no exact MW headword
पुष्पाह्वय,1,noun,no exact MW headword
पुष्पोत्कटा,1,noun,no exact MW headword
पूजनीयतम,1,noun,no exact MW headword
पूतिवक्त्रता,1,noun,no exact MW headword
पूरुष,1,noun,no exact MW headword
पूर्णमासी,1,noun,no exact MW headword
पूर्णाश,1,noun,no exact MW headword
पूर्वबुद्धानुस्मृत्यसङ्गाज्ञानालोकालंकार,1,noun,no exact MW headword
पूर्वयोग,1,noun,no exact MW headword
पृक्षुध्,1,noun,no exact MW headword
पृतनाय्,1,part,no exact MW headword
पृतनाषाह्,1,noun,no exact MW headword
पृथग्गण,1,noun,no exact MW headword
पृथिवीचाल,1,noun,no exact MW headword
पृथुपादी,1,noun,no exact MW headword
पृषद्गु,1,noun,no exact MW headword
पेशीकृ,1,indecl,no exact MW headword
पेषय्,1,verb,no exact MW headword
पैतृयज्ञीय,1,noun,no exact MW headword
पोट्टलिका,1,noun,no exact MW headword
पोथय्,1,part,no exact MW headword
पोषय्,1,verb,no exact MW headword
पौत्रवत्,1,noun,no exact MW headword
पौर्वपौरुषिक,1,noun,no exact MW headword
प्र_हन्1,1,part,no exact MW headword
प्रकथय्,1,part,no exact MW headword
प्रकर्मन्,1,noun,no exact MW headword
प्रकाण्डक,1,noun,no exact MW headword
प्रकामय्,1,part,no exact MW headword
प्रकोपय्,1,verb,no exact MW headword
प्रकोविद,1,noun,no exact MW headword
प्रक्रीड्,1,part,no exact MW headword
प्रक्षोभ,1,noun,no exact MW headword
प्रक्￞,1,verb,no exact MW headword
प्रख्यापय्,1,verb,no exact MW headword
प्रगम्,1,part,no exact MW headword
प्रगृ,1,verb,no exact MW headword
प्रघोषय्,1,verb,no exact MW headword
प्रचालय्,1,indecl,no exact MW headword
प्रचिन्तय्,1,verb,no exact MW headword
प्रच्छन्दक,1,noun,no exact MW headword
प्रच्यावय्,1,part,no exact MW headword
प्रजिहासु,1,noun,no exact MW headword
प्रजुष्,1,part,no exact MW headword
प्रज्ञापय्,1,part,no exact MW headword
प्रज्यवद,1,stem,no exact MW headword
प्रज्वालय्,1,part,no exact MW headword
प्रणवक,1,noun,no exact MW headword
प्रणाशय्,1,part,no exact MW headword
प्रणिध्या,1,verb,no exact MW headword
प्रतापक,1,noun,no exact MW headword
प्रतारय्,1,verb,no exact MW headword
प्रतिकामय्,1,verb,no exact MW headword
प्रतिकारिन्,1,noun,no exact MW headword
प्रतिकूज्,1,verb,no exact MW headword
प्रतिकूर्प,1,noun,no exact MW headword
प्रतिकूलय्,1,part,no exact MW headword
प्रतिचिन्तय्,1,verb,no exact MW headword
प्रतिचुम्ब्,1,part,no exact MW headword
प्रतिचोदय्,1,verb,no exact MW headword
प्रतिज्ञापय्,1,part,no exact MW headword
प्रतितर्क,1,noun,no exact MW headword
प्रतितर्कय्,1,part,no exact MW headword
प्रतिताडय्,1,part,no exact MW headword
प्रतित्र्यहम्,1,indecl,no exact MW headword
प्रतिदन्तिन्,1,noun,no exact MW headword
प्रतिदूषय्,1,part,no exact MW headword
प्रतिनद्,1,verb,no exact MW headword
प्रतिनिनद,1,noun,no exact MW headword
प्रतिनियम्,1,part,no exact MW headword
प्रतिनिर्जि,1,part,no exact MW headword
प्रतिनिवारय्,1,verb,no exact MW headword
प्रतिपीडय्,1,verb,no exact MW headword
प्रतिपूजा,1,noun,no exact MW headword
प्रतिपूरुषम्,1,indecl,no exact MW headword
प्रतिपोथय्,1,verb,no exact MW headword
प्रतिप्रविश्,1,indecl,no exact MW headword
प्रतिप्रविश्,1,part,no exact MW headword
प्रतिभयतम,1,noun,no exact MW headword
प्रतिमानय्,1,verb,no exact MW headword
प्रतिमाला,1,noun,no exact MW headword
प्रतिमुहूर्तम्,1,indecl,no exact MW headword
प्रतिमूर्तिक,1,noun,no exact MW headword
प्रतियाच्,1,part,no exact MW headword
प्रतियाच्,1,verb,no exact MW headword
प्रतियुध्,1,part,no exact MW headword
प्रतियोत्स्यामि,1,,no exact MW headword
प्रतिरञ्जय्,1,part,no exact MW headword
प्रतिरागिन्,1,noun,no exact MW headword
प्रतिराजन्,1,noun,no exact MW headword
प्रतिलेपिन्,1,noun,no exact MW headword
प्रतिलोकय्,1,part,no exact MW headword
प्रतिलोभय्,1,verb,no exact MW headword
प्रतिलोमय्,1,verb,no exact MW headword
प्रतिवर्णक,1,noun,no exact MW headword
प्रतिवह,1,noun,no exact MW headword
प्रतिविबुध्,1,indecl,no exact MW headword
प्रतिविबुध्,1,part,no exact MW headword
प्रतिविरम्,1,part,no exact MW headword
प्रतिवेदय्,1,indecl,no exact MW headword
प्रतिव्यूह्,1,verb,no exact MW headword
प्रतिशय्यिका,1,noun,no exact MW headword
प्रतिश्लोक,1,noun,no exact MW headword
प्रतिष्ठि,1,noun,no exact MW headword
प्रतिष्वादय्,1,indecl,no exact MW headword
प्रतिसंछद्,1,part,no exact MW headword
प्रतिसंजन्,1,part,no exact MW headword
प्रतिसंनिवृत्,1,part,no exact MW headword
प्रतिसंबोधय्,1,verb,no exact MW headword
प्रतिसंमुद्,1,part,no exact MW headword
प्रतिसंवित्प्राप्त,1,noun,no exact MW headword
प्रतिसंवेदय्,1,verb,no exact MW headword
प्रतिसंस्था,1,part,no exact MW headword
प्रतिसंहारय्,1,verb,no exact MW headword
प्रतिसंहृष्,1,part,no exact MW headword
प्रतिसंहृष्,1,verb,no exact MW headword
प्रतिसह्,1,verb,no exact MW headword
प्रतिस्वन्,1,verb,no exact MW headword
प्रतिहारक,1,noun,no exact MW headword
प्रतोलिक,1,noun,no exact MW headword
प्रत्यग्निम्,1,indecl,no exact MW headword
प्रत्यनुज्ञा,1,verb,no exact MW headword
प्रत्यनुभाष्,1,indecl,no exact MW headword
प्रत्यनुभाष्,1,part,no exact MW headword
प्रत्यनुयाच्,1,part,no exact MW headword
प्रत्यनुस्मृ,1,part,no exact MW headword
प्रत्यनुस्मृ,1,verb,no exact MW headword
प्रत्यपसर्पण,1,noun,no exact MW headword
प्रत्यपसर्पय्,1,verb,no exact MW headword
प्रत्यभिनन्दन,1,noun,no exact MW headword
प्रत्यभिवादन,1,noun,no exact MW headword
प्रत्यर्दय्,1,verb,no exact MW headword
प्रत्यवपातय्,1,part,no exact MW headword
प्रत्यवरोपय्,1,part,no exact MW headword
प्रत्यवायिक,1,noun,no exact MW headword
प्रत्याकाङ्क्ष्,1,verb,no exact MW headword
प्रत्याचर्,1,part,no exact MW headword
प्रत्याचार्यक,1,noun,no exact MW headword
प्रत्यानय,1,noun,no exact MW headword
प्रत्यापय्,1,verb,no exact MW headword
प्रत्यायुष्य,1,noun,no exact MW headword
प्रत्याव्रज्,1,verb,no exact MW headword
प्रत्यासृ,1,part,no exact MW headword
प्रत्याहन्,1,part,no exact MW headword
प्रत्युत्तृ,1,verb,no exact MW headword
प्रत्युत्था,1,verb,no exact MW headword
प्रत्युदीक्ष्,1,part,no exact MW headword
प्रत्युदीक्ष्,1,verb,no exact MW headword
प्रत्युद्या,1,part,no exact MW headword
प्रत्युपभोग,1,noun,no exact MW headword
प्रत्युपवेशय्,1,indecl,no exact MW headword
प्रत्युपेक्ष्,1,part,no exact MW headword
प्रत्यूषसि,1,indecl,no exact MW headword
प्रदध्मतुः,1,,no exact MW headword
प्रदीपय्,1,verb,no exact MW headword
प्रदीपिक,1,noun,no exact MW headword
प्रदु,1,part,no exact MW headword
प्रदुह्,1,part,no exact MW headword
प्रदुह्,1,verb,no exact MW headword
प्रदूषय्,1,part,no exact MW headword
प्रदूषय्,1,verb,no exact MW headword
प्रधम्,1,verb,no exact MW headword
प्रधारय्,1,part,no exact MW headword
प्रधावनिका,1,noun,no exact MW headword
प्रनर्तय्,1,part,no exact MW headword
प्रपञ्चय्,1,part,no exact MW headword
प्रपञ्चय्,1,verb,no exact MW headword
प्रपलाय्,1,verb,no exact MW headword
प्रपीडय्,1,indecl,no exact MW headword
प्रभ,1,noun,no exact MW headword
प्रभक्षय्,1,verb,no exact MW headword
प्रभावय्,1,part,no exact MW headword
प्रभावय्,1,verb,no exact MW headword
प्रभाषय्,1,part,no exact MW headword
प्रभासय्,1,part,no exact MW headword
प्रभूततर,1,noun,no exact MW headword
प्रभृतिक,1,noun,no exact MW headword
प्रमर्दय्,1,part,no exact MW headword
प्रमाणय्,1,part,no exact MW headword
प्रमाणय्,1,verb,no exact MW headword
प्रमादय्,1,part,no exact MW headword
प्रमापय्,1,indecl,no exact MW headword
प्रमापय्,1,part,no exact MW headword
प्रमार्जय्,1,verb,no exact MW headword
प्रमील,1,noun,no exact MW headword
प्रमील्,1,verb,no exact MW headword
प्रमुख्य,1,noun,no exact MW headword
प्रमोचय्,1,part,no exact MW headword
प्रमोदय्,1,verb,no exact MW headword
प्रम्ला,1,part,no exact MW headword
प्रयाच्,1,verb,no exact MW headword
प्रलिप्,1,part,no exact MW headword
प्रली,1,part,no exact MW headword
प्रलोभय्,1,part,no exact MW headword
प्रवग,1,noun,no exact MW headword
प्रवर्तय्,1,indecl,no exact MW headword
प्रवर्धय्,1,verb,no exact MW headword
प्रवर्ष,1,noun,no exact MW headword
प्रवर्षय्,1,verb,no exact MW headword
प्रवल्ग्,1,part,no exact MW headword
प्रवादय्,1,part,no exact MW headword
प्रवादय्,1,verb,no exact MW headword
प्रवारय्,1,verb,no exact MW headword
प्रवाहसागर,1,noun,no exact MW headword
प्रविकृ,1,part,no exact MW headword
प्रविघाटयितृ,1,noun,no exact MW headword
प्रविचारय्,1,part,no exact MW headword
प्रविचारय्,1,verb,no exact MW headword
प्रविचालय्,1,verb,no exact MW headword
प्रविचि,1,verb,no exact MW headword
प्रविचिन्तय्,1,part,no exact MW headword
प्रविभज्,1,verb,no exact MW headword
प्रविलोकय्,1,part,no exact MW headword
प्रविवह्,1,part,no exact MW headword
प्रविह्वल,1,noun,no exact MW headword
प्रवृत्तिक,1,noun,no exact MW headword
प्रवृष्,1,part,no exact MW headword
प्रवे,1,part,no exact MW headword
प्रवेदय्,1,part,no exact MW headword
प्रवेदय्,1,verb,no exact MW headword
प्रवेष्टय्,1,part,no exact MW headword
प्रवेष्टु,1,noun,no exact MW headword
प्रव्यथय्,1,part,no exact MW headword
प्रव्यथय्,1,verb,no exact MW headword
प्रव्राजय्,1,verb,no exact MW headword
प्रशान्तचारित्रमति,1,noun,no exact MW headword
प्रशामय्,1,part,no exact MW headword
प्रशुच्,1,verb,no exact MW headword
प्रशोधय्,1,part,no exact MW headword
प्रशोभय्,1,verb,no exact MW headword
प्रसञ्जय्,1,indecl,no exact MW headword
प्रसिद्,1,stem,no exact MW headword
प्रस्कन्ध,1,noun,no exact MW headword
प्रस्खल्,1,verb,no exact MW headword
प्रस्तीन,1,noun,no exact MW headword
प्रस्थाल,1,noun,no exact MW headword
प्रस्नापय्,1,verb,no exact MW headword
प्रस्पन्द्,1,part,no exact MW headword
प्रस्रम्भ्,1,part,no exact MW headword
प्रस्वापय्,1,indecl,no exact MW headword
प्रहर्षिन्,1,noun,no exact MW headword
प्रहिंस्,1,verb,no exact MW headword
प्रह्लादः,1,,no exact MW headword
प्रह्लादय्,1,verb,no exact MW headword
प्रह्लाद्,1,verb,no exact MW headword
प्रह्वीकृ,1,part,no exact MW headword
प्राकामिन्,1,noun,no exact MW headword
प्राक्रुश्,1,indecl,no exact MW headword
प्राजीविक,1,noun,no exact MW headword
प्राज्ञंमन्य,1,noun,no exact MW headword
प्रादुरस्,1,verb,no exact MW headword
प्रादोषिक,1,noun,no exact MW headword
प्रापाविक,1,noun,no exact MW headword
प्राभवत्य,1,noun,no exact MW headword
प्रायोपविशन,1,noun,no exact MW headword
प्रार्जय्,1,part,no exact MW headword
प्रार्थय्,1,indecl,no exact MW headword
प्रावर्तिम,1,noun,no exact MW headword
प्राशय्,1,verb,no exact MW headword
प्रीणय्,1,indecl,no exact MW headword
प्रेङ्खोलितक,1,noun,no exact MW headword
प्रेङ्ख्,1,part,no exact MW headword
प्रेणि,1,noun,no exact MW headword
प्रेषयितृ,1,noun,no exact MW headword
प्रोच्चारय्,1,part,no exact MW headword
प्रोत्सादय्,1,indecl,no exact MW headword
प्रोत्साहय्,1,part,no exact MW headword
प्रोत्साहय्,1,verb,no exact MW headword
प्रोष्ठपद,1,noun,no exact MW headword
प्लावय्,1,indecl,no exact MW headword
प्लावितृ,1,noun,no exact MW headword
प्लीहा,1,noun,no exact MW headword
फक्क,1,noun,no exact MW headword
फलीनी,1,noun,no exact MW headword
फूत्कृ,1,indecl,no exact MW headword
बकव्रतिक,1,noun,no exact MW headword
बकव्रतिन्,1,noun,no exact MW headword
बक्कुल,1,noun,no exact MW headword
बद्बध्,1,part,no exact MW headword
बन्धुजीवक,1,noun,no exact MW headword
बलवन्त्,1,noun,no exact MW headword
बलिभोज,1,noun,no exact MW headword
बलिभोजन,1,noun,no exact MW headword
बल्वज,1,noun,no exact MW headword
बवसम्सुद्दि,1,stem,no exact MW headword
बस्रि,1,indecl,no exact MW headword
बहुदोषतर,1,noun,no exact MW headword
बहुपादिका,1,noun,no exact MW headword
बाणधि,1,noun,no exact MW headword
बाधितु,1,noun,no exact MW headword
बाहिर,1,noun,no exact MW headword
बाहुमान्य,1,noun,no exact MW headword
बाह्य-स्पर्श,1,noun,no exact MW headword
बाह्लवेय,1,noun,no exact MW headword
बाह्लीश्वर,1,noun,no exact MW headword
बिसखादिका,1,noun,no exact MW headword
बुत,1,stem,no exact MW headword
बुतगर,1,stem,no exact MW headword
बुद्दि,1,stem,no exact MW headword
बुद्दियोग,1,stem,no exact MW headword
बुभुत्सित,1,noun,no exact MW headword
बुभूष्,1,part,no exact MW headword
बुभूष्,1,verb,no exact MW headword
बृंह्,1,verb,no exact MW headword
बोल्लन,1,noun,no exact MW headword
ब्रह्मग्न,1,stem,no exact MW headword
ब्रह्मपार्षद्य,1,noun,no exact MW headword
ब्रह्मबुवन,1,stem,no exact MW headword
ब्रह्ममाल,1,noun,no exact MW headword
ब्रह्मसुत्र,1,stem,no exact MW headword
भक्तिच्छेद,1,noun,no exact MW headword
भग्नधन्वन्,1,noun,no exact MW headword
भञ्जनी,1,noun,no exact MW headword
भन्द्,1,part,no exact MW headword
भर्तु,1,noun,no exact MW headword
भर्तृलोक,1,noun,no exact MW headword
भर्त्सय्,1,verb,no exact MW headword
भर्त्सापय्,1,verb,no exact MW headword
भस्मीकृ,1,indecl,no exact MW headword
भस्मीभू,1,verb,no exact MW headword
भाजनीभू,1,part,no exact MW headword
भायय्,1,verb,no exact MW headword
भावयन्तः,1,,no exact MW headword
भावय्,1,indecl,no exact MW headword
भाषय्,1,part,no exact MW headword
भाषितु,1,noun,no exact MW headword
भासकर्ण,1,noun,no exact MW headword
भासय्,1,verb,no exact MW headword
भीमपूर्वज,1,noun,no exact MW headword
भुग्नक,1,noun,no exact MW headword
भुजंगभुज्,1,noun,no exact MW headword
भुरण्य्,1,part,no exact MW headword
भुरण्य्,1,verb,no exact MW headword
भुर्,1,part,no exact MW headword
भुव्1,1,part,no exact MW headword
भूज,1,noun,no exact MW headword
भूमिचलन,1,noun,no exact MW headword
भूषय्,1,indecl,no exact MW headword
भृशतर,1,noun,no exact MW headword
भृशाय्,1,verb,no exact MW headword
भेरिका,1,noun,no exact MW headword
भ्रंशय्,1,part,no exact MW headword
भ्रंशय्,1,verb,no exact MW headword
मज्जय्,1,part,no exact MW headword
मज्जय्,1,verb,no exact MW headword
मणिमन्तक,1,noun,no exact MW headword
मणिमन्त्,1,noun,no exact MW headword
मण्डनक,1,noun,no exact MW headword
मण्डलय्,1,part,no exact MW headword
मण्डलिक,1,noun,no exact MW headword
मण्डलीकृ,1,part,no exact MW headword
मत्क,1,stem,no exact MW headword
मत्रस्पर्स,1,stem,no exact MW headword
मत्सम्स्त,1,stem,no exact MW headword
मत्स्यघात,1,noun,no exact MW headword
मथाय्,1,verb,no exact MW headword
मधुरतर,1,noun,no exact MW headword
मधुरवेणु,1,noun,no exact MW headword
मधुश्च्युत्,1,noun,no exact MW headword
मध्यमाङ्गुलि,1,noun,no exact MW headword
मध्यरात्र,1,noun,no exact MW headword
मनव,1,stem,no exact MW headword
मनोग्राहिन्,1,noun,no exact MW headword
मन्त्रपाल,1,noun,no exact MW headword
मन्दपाल,1,noun,no exact MW headword
मन्दय्,1,part,no exact MW headword
मन्दाय्,1,verb,no exact MW headword
मन्दि,1,noun,no exact MW headword
मन्दु,1,noun,no exact MW headword
मम,1,stem,no exact MW headword
ममाय्,1,part,no exact MW headword
मयूरग्रीव,1,noun,no exact MW headword
मरुत्पति,1,noun,no exact MW headword
मर्जय्,1,part,no exact MW headword
मर्जय्,1,verb,no exact MW headword
मर्दय्,1,verb,no exact MW headword
मर्मृश्,1,verb,no exact MW headword
मलिनतर,1,noun,no exact MW headword
मलिनय्,1,verb,no exact MW headword
महत्तरिक,1,noun,no exact MW headword
महबुत,1,stem,no exact MW headword
महाकरुणाचन्द्रि,1,noun,no exact MW headword
महाकुलीन,1,noun,no exact MW headword
महात्मिक,1,noun,no exact MW headword
महाप्रस्थान,1,noun,no exact MW headword
महाबिसी,1,noun,no exact MW headword
महारोहि,1,noun,no exact MW headword
महावेदि,1,noun,no exact MW headword
महाव्यूह,1,noun,no exact MW headword
महाश्रावक,1,noun,no exact MW headword
महासिंहतेजस्,1,noun,no exact MW headword
महिमा,1,noun,no exact MW headword
महीभर्तृ,1,noun,no exact MW headword
महीमय,1,noun,no exact MW headword
महीश्वर,1,noun,no exact MW headword
महीसुर,1,noun,no exact MW headword
मांसभेत्तृ,1,noun,no exact MW headword
माचिरेण,1,indecl,no exact MW headword
माञ्जिष्ठक,1,noun,no exact MW headword
मातामही,1,noun,no exact MW headword
मातृगन्धिनी,1,noun,no exact MW headword
मात्रक,1,noun,no exact MW headword
मादयिष्णु,1,noun,no exact MW headword
मानयोग,1,noun,no exact MW headword
मानवस्य्,1,part,no exact MW headword
मायूरक,1,noun,no exact MW headword
मारपुत्रब्रह्मन्,1,noun,no exact MW headword
मार्गय्,1,verb,no exact MW headword
मार्जय्,1,verb,no exact MW headword
मार्जारक,1,noun,no exact MW headword
मार्दङ्गिक,1,noun,no exact MW headword
मालुका,1,noun,no exact MW headword
मासानुमासिक,1,noun,no exact MW headword
मासाहार,1,noun,no exact MW headword
मिथुस्,1,indecl,no exact MW headword
मिश्रका,1,noun,no exact MW headword
मीमांसय्,1,verb,no exact MW headword
मीमांस्,1,verb,no exact MW headword
मीलय्,1,indecl,no exact MW headword
मुकुलय्,1,part,no exact MW headword
मुखरय्,1,verb,no exact MW headword
मुखरीकृ,1,verb,no exact MW headword
मुमूर्ष्,1,part,no exact MW headword
मुमूर्ष्,1,verb,no exact MW headword
मुषुण्ढी,1,noun,no exact MW headword
मूत्रक,1,noun,no exact MW headword
मूर्छय्,1,indecl,no exact MW headword
मूलखानक,1,noun,no exact MW headword
मूलाट,1,noun,no exact MW headword
मूलाटी,1,noun,no exact MW headword
मृगतृष्णिका,1,noun,no exact MW headword
मृजीकृ,1,part,no exact MW headword
मृडय्,1,part,no exact MW headword
मृणालिनी,1,noun,no exact MW headword
मृतप,1,noun,no exact MW headword
मृदुतर,1,noun,no exact MW headword
मृषावाद,1,noun,no exact MW headword
मेघवन्त्,1,noun,no exact MW headword
मेम्य्,1,part,no exact MW headword
मेलक,1,noun,no exact MW headword
मोक्ष्1_णिच्,1,part,no exact MW headword
मोघीकृ,1,part,no exact MW headword
मोदय्,1,part,no exact MW headword
मौर्वीक,1,noun,no exact MW headword
यंयम्,1,verb,no exact MW headword
यक्ष्,1,verb,no exact MW headword
यज्ञपुरुष,1,noun,no exact MW headword
यज्ञशत्रु,1,noun,no exact MW headword
यज्यर्त,1,stem,no exact MW headword
यथर्तु,1,indecl,no exact MW headword
यथाज्ञप्ति,1,indecl,no exact MW headword
यथातथ्य,1,noun,no exact MW headword
यथादेशम्,1,indecl,no exact MW headword
यथापण्यम्,1,indecl,no exact MW headword
यथाप्रतिज्ञम्,1,indecl,no exact MW headword
यथाप्रत्यर्ह,1,noun,no exact MW headword
यथाप्राणेन,1,indecl,no exact MW headword
यथाबुद्धि,1,indecl,no exact MW headword
यथामनीषितम्,1,indecl,no exact MW headword
यथावसरम्,1,indecl,no exact MW headword
यथाश्रमम्,1,indecl,no exact MW headword
यदुनन्दन,1,noun,no exact MW headword
यन्त्रिका,1,noun,no exact MW headword
यमय्,1,verb,no exact MW headword
यवगोधूमवत्,1,noun,no exact MW headword
यवय्,1,verb,no exact MW headword
यवाद्,1,noun,no exact MW headword
याजय्,1,indecl,no exact MW headword
यापय्,1,verb,no exact MW headword
यावय्,1,part,no exact MW headword
यियास्,1,verb,no exact MW headword
युक्तता,1,noun,no exact MW headword
युयुत्स्,1,verb,no exact MW headword
युयूष्,1,verb,no exact MW headword
युवत्,1,noun,no exact MW headword
युवायु,1,noun,no exact MW headword
यूपोच्छ्रय,1,noun,no exact MW headword
यूषन्,1,noun,no exact MW headword
योग-सन्न्यस्त-कर्मन्,1,noun,no exact MW headword
योगपथ,1,noun,no exact MW headword
योगय,1,stem,no exact MW headword
योगरुड,1,stem,no exact MW headword
योगवित्तम,1,noun,no exact MW headword
योग्यतम,1,noun,no exact MW headword
योद्धु-काम,1,noun,no exact MW headword
योयु,1,verb,no exact MW headword
रंहय्,1,part,no exact MW headword
रगद्वेष,1,stem,no exact MW headword
रज्जुवाल,1,noun,no exact MW headword
रणय्,1,part,no exact MW headword
रणय्,1,verb,no exact MW headword
रणान्तकृत्,1,noun,no exact MW headword
रत्नकीर्ति,1,noun,no exact MW headword
रथकुटुम्बिन्,1,noun,no exact MW headword
रथीय्,1,part,no exact MW headword
रथोपस्थ,1,noun,no exact MW headword
रन्,1,noun,no exact MW headword
रन्धनाय्,1,verb,no exact MW headword
रन्ध्रय्,1,verb,no exact MW headword
रभ्यस्,1,noun,no exact MW headword
रमण्य,1,noun,no exact MW headword
रम्यतर,1,noun,no exact MW headword
राक्षसता,1,noun,no exact MW headword
रागायात,1,noun,no exact MW headword
राजाय्,1,verb,no exact MW headword
रात्रिंचर,1,noun,no exact MW headword
राधय्,1,verb,no exact MW headword
रामय्,1,verb,no exact MW headword
रामेक्षण,1,noun,no exact MW headword
रावय्,1,part,no exact MW headword
राशीभू,1,verb,no exact MW headword
रास्पिन,1,noun,no exact MW headword
रिषण्य्,1,part,no exact MW headword
रुजाना,1,noun,no exact MW headword
रूपाय्,1,verb,no exact MW headword
रूप्यक,1,noun,no exact MW headword
रेरिह्,1,part,no exact MW headword
रेषय्,1,part,no exact MW headword
रेषय्,1,verb,no exact MW headword
रोमराजी,1,noun,no exact MW headword
रोमविभेद,1,noun,no exact MW headword
रोमहर्ष,1,stem,no exact MW headword
रोमा,1,noun,no exact MW headword
रोमाञ्च्,1,verb,no exact MW headword
रोषय्,1,verb,no exact MW headword
रोहय्,1,verb,no exact MW headword
लकुच,1,noun,no exact MW headword
लक्ष्मीक,1,noun,no exact MW headword
लघुपतन,1,noun,no exact MW headword
लङ्घनी,1,noun,no exact MW headword
लतागृह,1,noun,no exact MW headword
लम्भ,1,noun,no exact MW headword
लालप्य्,1,verb,no exact MW headword
लालसीभू,1,part,no exact MW headword
लासय्,1,verb,no exact MW headword
लिन्ग्,1,stem,no exact MW headword
लिलङ्घयिषु,1,noun,no exact MW headword
लेखय्,1,indecl,no exact MW headword
लेखय्,1,part,no exact MW headword
लेलिह्यसे,1,,no exact MW headword
लेशशः,1,indecl,no exact MW headword
लेहय्,1,part,no exact MW headword
लोकाभिलाषित,1,noun,no exact MW headword
