lemma,count,POS,reason
ता,542,noun,no exact MW headword
भ्रातृ,501,noun,no exact MW headword
हनुमन्त्,437,noun,no exact MW headword
कश्चित्,372,part,no exact MW headword
त्वद्,337,part,no exact MW headword
त्रि,320,noun,no exact MW headword
पञ्चन्,280,part,no exact MW headword
द्वि,263,noun,no exact MW headword
चतुर्,211,noun,no exact MW headword
मैथिली,211,noun,no exact MW headword
चिन्तय्,198,verb,no exact MW headword
कारय्,195,verb,no exact MW headword
उभ,187,noun,no exact MW headword
योषित्,147,noun,no exact MW headword
कथय्,144,verb,no exact MW headword
पूजय्,140,part,no exact MW headword
प्रच्छ्,140,verb,no exact MW headword
यूथप,138,noun,no exact MW headword
समन्ततः,130,indecl,no exact MW headword
ॐ,110,,no exact MW headword
प्लवंगम,109,noun,no exact MW headword
दर्शय्,107,verb,no exact MW headword
प्रच्छ्,107,part,no exact MW headword
संक्रुध्,106,part,no exact MW headword
भूषय्,105,part,no exact MW headword
एनद्,104,part,no exact MW headword
निवेदय्,104,verb,no exact MW headword
भक्षय्,104,part,no exact MW headword
आकर्णय्,99,indecl,no exact MW headword
पीडय्,96,part,no exact MW headword
जनकात्मजा,95,noun,no exact MW headword
आकार,93,noun,no exact MW headword
भक्षय्,88,verb,no exact MW headword
अर्दय्,85,part,no exact MW headword
उभय,84,noun,no exact MW headword
कदाचिद्,83,indecl,no exact MW headword
शुद्धोदन,83,noun,no exact MW headword
तोय,79,noun,no exact MW headword
प्रेषय्,77,verb,no exact MW headword
जनय्,75,verb,no exact MW headword
अटवी,73,noun,no exact MW headword
घातय्,73,verb,no exact MW headword
चिन्तय्,73,part,no exact MW headword
स्थापय्,72,verb,no exact MW headword
नगरी,71,noun,no exact MW headword
अभिवादय्,70,indecl,no exact MW headword
धारय्,70,verb,no exact MW headword
अवलोकय्,68,indecl,no exact MW headword
जाम्बवन्त्,68,noun,no exact MW headword
मारुतात्मज,68,noun,no exact MW headword
विभूषय्,68,part,no exact MW headword
पूजय्,67,verb,no exact MW headword
कच्चित्,66,indecl,no exact MW headword
रात्र,64,noun,no exact MW headword
दर्शय्,63,part,no exact MW headword
दुहितृ,63,noun,no exact MW headword
प्रस्वप्,63,part,no exact MW headword
शोभय्,62,part,no exact MW headword
समासादय्,61,indecl,no exact MW headword
साधय्,60,verb,no exact MW headword
साहस्र,59,noun,no exact MW headword
ईं,58,indecl,no exact MW headword
चोदय्,57,part,no exact MW headword
तृ,57,verb,no exact MW headword
उपशोभय्,56,part,no exact MW headword
पातय्,55,verb,no exact MW headword
दिवस,54,noun,no exact MW headword
कर्शय्,53,part,no exact MW headword
विचिन्तय्,52,verb,no exact MW headword
उपसंक्रम्,51,indecl,no exact MW headword
आलोकय्,50,indecl,no exact MW headword
समन्वागम्,50,part,no exact MW headword
मूर्छय्,49,part,no exact MW headword
सम्पृ,49,part,no exact MW headword
दण्डय्,47,part,no exact MW headword
चतुर्दशन्,45,noun,no exact MW headword
भार्या,45,noun,no exact MW headword
विचिन्तय्,45,indecl,no exact MW headword
आरोपय्,44,indecl,no exact MW headword
किंतु,43,indecl,no exact MW headword
निवेशय्,43,verb,no exact MW headword
पञ्चन्,42,noun,no exact MW headword
कल्पय्,41,verb,no exact MW headword
निरीक्ष्,41,indecl,no exact MW headword
वर्जय्,41,part,no exact MW headword
आज्ञापय्,40,verb,no exact MW headword
कथय्,40,part,no exact MW headword
केचित्,40,indecl,no exact MW headword
दृश्1_णिच्,40,part,no exact MW headword
स्वसृ,40,noun,no exact MW headword
दीर्घरात्रम्,39,indecl,no exact MW headword
परिप्रच्छ्,39,verb,no exact MW headword
प्रकाश्,39,verb,no exact MW headword
परिपृ,38,part,no exact MW headword
ग्राहय्,37,verb,no exact MW headword
निवेदय्,37,part,no exact MW headword
स्थापय्,37,part,no exact MW headword
अवतृ,36,indecl,no exact MW headword
निःस्वन,36,noun,no exact MW headword
निष्पत्,36,verb,no exact MW headword
योजय्,36,verb,no exact MW headword
वर्तय्,36,verb,no exact MW headword
व्यापादय्,36,part,no exact MW headword
धारय्,35,part,no exact MW headword
विगर्ह्,35,part,no exact MW headword
विश्वस्,35,part,no exact MW headword
(तर्हि,34,indecl,no exact MW headword
उत्पादय्,34,verb,no exact MW headword
उभ्,34,part,no exact MW headword
मोहय्,34,part,no exact MW headword
समलंकृ,34,part,no exact MW headword
समुत्पद्,34,part,no exact MW headword
निरीक्ष्,33,part,no exact MW headword
प्रदीप्,33,part,no exact MW headword
प्रवर्तय्,33,verb,no exact MW headword
प्रादुर्भू,33,verb,no exact MW headword
वर्जय्,33,verb,no exact MW headword
उपसंक्रम्,32,verb,no exact MW headword
कारय्,32,part,no exact MW headword
क्वचिद्,32,indecl,no exact MW headword
चिकित्सक,31,noun,no exact MW headword
धारयन्,31,,no exact MW headword
पालय्,31,part,no exact MW headword
पीडय्,31,verb,no exact MW headword
आजीव,30,noun,no exact MW headword
आमन्त्रय्,30,indecl,no exact MW headword
त्य,30,part,no exact MW headword
द्वात्रिंशत्,30,noun,no exact MW headword
शबरी,30,noun,no exact MW headword
संचिन्तय्,30,indecl,no exact MW headword
हर्षय्,30,part,no exact MW headword
जटायुस्,29,noun,no exact MW headword
तृ,29,part,no exact MW headword
देशय्,29,verb,no exact MW headword
धर्षय्,29,part,no exact MW headword
निरीक्ष्,29,verb,no exact MW headword
निर्दह्,29,part,no exact MW headword
प्रवेशय्,29,verb,no exact MW headword
अभिवादय्,28,verb,no exact MW headword
उत्पाटय्,28,indecl,no exact MW headword
निवर्तय्,28,verb,no exact MW headword
निवेदय्,28,indecl,no exact MW headword
प्रचोदय्,28,part,no exact MW headword
प्रच्छ्,28,indecl,no exact MW headword
रथकार,28,noun,no exact MW headword
वारय्,28,verb,no exact MW headword
विलोकय्,28,indecl,no exact MW headword
क्वापि,27,indecl,no exact MW headword
चत्वारिंशत्,27,noun,no exact MW headword
दापय्,27,verb,no exact MW headword
प्रार्थय्,27,verb,no exact MW headword
लिप्स्,27,verb,no exact MW headword
शतक्रतु,27,noun,no exact MW headword
आमन्त्रय्,26,verb,no exact MW headword
जनय्,26,part,no exact MW headword
ताडय्,26,part,no exact MW headword
दशन्,26,noun,no exact MW headword
दापय्,26,part,no exact MW headword
नन्द्,26,verb,no exact MW headword
प्रसादय्,26,part,no exact MW headword
वर्धय्,26,verb,no exact MW headword
अन्विष्,25,part,no exact MW headword
चिन्तय्,25,indecl,no exact MW headword
प्रछ्1,25,part,no exact MW headword
प्रत्यूष,25,noun,no exact MW headword
आसादय्,24,part,no exact MW headword
चुम्बन,24,noun,no exact MW headword
नादय्,24,part,no exact MW headword
निवारय्,24,part,no exact MW headword
परिवारय्,24,part,no exact MW headword
पुरोगम,24,noun,no exact MW headword
महीभृत्,24,noun,no exact MW headword
रोचय्,24,verb,no exact MW headword
वारय्,24,part,no exact MW headword
विनाशय्,24,part,no exact MW headword
व्यापादय्,24,verb,no exact MW headword
संचोदय्,24,part,no exact MW headword
अ-तन्द्रित,23,noun,no exact MW headword
अहोरात्रविदः,23,,no exact MW headword
आशापाशशतैः,23,,no exact MW headword
कीर्तय्,23,part,no exact MW headword
केसरिन्,23,noun,no exact MW headword
चोदय्,23,verb,no exact MW headword
त्रिदश,23,noun,no exact MW headword
दूषय्,23,part,no exact MW headword
नाशय्,23,verb,no exact MW headword
पालय्,23,verb,no exact MW headword
प्रदक्षिणीकृ,23,indecl,no exact MW headword
भक्षय्,23,indecl,no exact MW headword
माल्यवन्त्,23,noun,no exact MW headword
रचय्,23,part,no exact MW headword
वर्णय्,23,verb,no exact MW headword
विसर्जय्,23,verb,no exact MW headword
शूर्पणखा,23,noun,no exact MW headword
हुताशन,23,noun,no exact MW headword
अंशुमन्त्,22,noun,no exact MW headword
अगस्त्य,22,noun,no exact MW headword
अपकारिन्,22,noun,no exact MW headword
गर्ज्,22,part,no exact MW headword
जगन्त्,22,noun,no exact MW headword
पिपासा,22,noun,no exact MW headword
प्रार्थय्,22,part,no exact MW headword
प्रियतर,22,noun,no exact MW headword
रमय्,22,part,no exact MW headword
अर्चय्,21,part,no exact MW headword
उत्थापय्,21,indecl,no exact MW headword
जृ,21,part,no exact MW headword
जृ,21,verb,no exact MW headword
धनुष्पाणि,21,noun,no exact MW headword
नरान्तक,21,noun,no exact MW headword
मण्डय्,21,part,no exact MW headword
मन्त्रय्,21,verb,no exact MW headword
विवर्जय्,21,part,no exact MW headword
विश्वस्,21,verb,no exact MW headword
सान्त्वय्,21,part,no exact MW headword
अनुकम्पा,20,noun,no exact MW headword
अवलोकय्,20,verb,no exact MW headword
कामय्,20,verb,no exact MW headword
कीर्तय्,20,verb,no exact MW headword
गर्ज्,20,verb,no exact MW headword
चिन्त्1,20,part,no exact MW headword
द्विस्,20,indecl,no exact MW headword
नियोजय्,20,verb,no exact MW headword
प्रवृष्,20,verb,no exact MW headword
भूमिप,20,noun,no exact MW headword
भोजय्,20,verb,no exact MW headword
लक्षय्,20,verb,no exact MW headword
विचारय्,20,indecl,no exact MW headword
विदारय्,20,part,no exact MW headword
शरासन,20,noun,no exact MW headword
अर्जय्,19,part,no exact MW headword
उपलक्षय्,19,verb,no exact MW headword
तटाक,19,noun,no exact MW headword
तुषित,19,noun,no exact MW headword
दर्पय्,19,part,no exact MW headword
पञ्चाशत्,19,noun,no exact MW headword
पवनात्मज,19,noun,no exact MW headword
प्रादुर्भू,19,part,no exact MW headword
मोक्षय्,19,part,no exact MW headword
राजधानी,19,noun,no exact MW headword
विचिन्तय्,19,part,no exact MW headword
वित्रस्,19,part,no exact MW headword
विलोकय्,19,verb,no exact MW headword
संतुष्,19,part,no exact MW headword
सम्प्रधारय्,19,indecl,no exact MW headword
अधिभाष्,18,verb,no exact MW headword
अन्धकार,18,noun,no exact MW headword
आज्ञपय्,18,part,no exact MW headword
उदीरय्,18,verb,no exact MW headword
कणय,18,noun,no exact MW headword
ताडय्,18,verb,no exact MW headword
त्रपु,18,noun,no exact MW headword
त्रासय्,18,part,no exact MW headword
त्रिंशत्,18,noun,no exact MW headword
नमस्कृ,18,part,no exact MW headword
निवारय्,18,verb,no exact MW headword
पाषाण,18,noun,no exact MW headword
प्रधर्षय्,18,part,no exact MW headword
प्रयोजय्,18,verb,no exact MW headword
मन्त्रय्,18,part,no exact MW headword
मूर्छ्,18,part,no exact MW headword
विनिहन्,18,part,no exact MW headword
श्रावय्,18,verb,no exact MW headword
सम्मान,18,noun,no exact MW headword
साधय्,18,part,no exact MW headword
सुमालिन्,18,noun,no exact MW headword
अपहारिन्,17,noun,no exact MW headword
अर्पय्,17,part,no exact MW headword
अर्वन्त्,17,noun,no exact MW headword
अवतृ,17,part,no exact MW headword
आराधय्,17,part,no exact MW headword
आश्वासय्,17,verb,no exact MW headword
ईरय्,17,part,no exact MW headword
कल्पय्,17,part,no exact MW headword
निवेशय्,17,indecl,no exact MW headword
प्रसारय्,17,indecl,no exact MW headword
प्रसारय्,17,part,no exact MW headword
बुभुक्ष्,17,part,no exact MW headword
भेदय्,17,verb,no exact MW headword
मर्षय्,17,verb,no exact MW headword
वरय्,17,part,no exact MW headword
विशेषतः,17,indecl,no exact MW headword
संत्रस्,17,part,no exact MW headword
अधस्तात्,16,indecl,no exact MW headword
अनुपूर्वशस्,16,indecl,no exact MW headword
अन्विष्,16,verb,no exact MW headword
आरोपय्,16,verb,no exact MW headword
आलोचय्,16,indecl,no exact MW headword
आस्तृ,16,part,no exact MW headword
उपदर्शय्,16,verb,no exact MW headword
कम्पय्,16,part,no exact MW headword
गृ,16,part,no exact MW headword
ताटका,16,noun,no exact MW headword
तृ,16,indecl,no exact MW headword
दूषय्,16,verb,no exact MW headword
नमस्य्,16,part,no exact MW headword
निकृत्,16,part,no exact MW headword
निवेशय्,16,part,no exact MW headword
परिज्ञा,16,part,no exact MW headword
परिपालय्,16,verb,no exact MW headword
पूरय्,16,part,no exact MW headword
प्रणिपत्,16,indecl,no exact MW headword
रञ्जय्,16,part,no exact MW headword
रञ्जय्,16,verb,no exact MW headword
विधम्,16,verb,no exact MW headword
विवासय्,16,part,no exact MW headword
विशृ,16,part,no exact MW headword
स्थापय्,16,indecl,no exact MW headword
अभिषेचय्,15,verb,no exact MW headword
अभिसंबुध्,15,part,no exact MW headword
अर्पय्,15,verb,no exact MW headword
अवलोकय्,15,part,no exact MW headword
काङ्क्ष्,15,part,no exact MW headword
गणय्,15,verb,no exact MW headword
चतुःषष्टि,15,noun,no exact MW headword
तारय्,15,verb,no exact MW headword
दर्शय्,15,indecl,no exact MW headword
निष्पत्,15,part,no exact MW headword
परिवारय्,15,indecl,no exact MW headword
परिवारय्,15,verb,no exact MW headword
पायय्,15,verb,no exact MW headword
पुरोधस्,15,noun,no exact MW headword
प्रकाशय्,15,verb,no exact MW headword
प्रक्￞,15,part,no exact MW headword
प्रतिपूजय्,15,indecl,no exact MW headword
प्रस्थापय्,15,part,no exact MW headword
प्रापय्,15,verb,no exact MW headword
बोधय्,15,verb,no exact MW headword
भिक्षुक,15,noun,no exact MW headword
मानय्,15,part,no exact MW headword
मोचय्,15,verb,no exact MW headword
रत्नव्यूह,15,noun,no exact MW headword
विनिःसृ,15,part,no exact MW headword
विवर्जय्,15,verb,no exact MW headword
व्यापादय्,15,indecl,no exact MW headword
समर्पय्,15,part,no exact MW headword
सम्परिष्वज्,15,indecl,no exact MW headword
सम्प्रहृष्,15,part,no exact MW headword
अन्-,14,indecl,no exact MW headword
अभिवादय्,14,part,no exact MW headword
अर्हन्त्,14,noun,no exact MW headword
अशीति,14,noun,no exact MW headword
आप्रच्छ्,14,indecl,no exact MW headword
आलिङ्गय्,14,indecl,no exact MW headword
आश्वासय्,14,part,no exact MW headword
उदीरय्,14,part,no exact MW headword
गरुत्मन्त्,14,noun,no exact MW headword
गृ,14,verb,no exact MW headword
चतुरशीति,14,noun,no exact MW headword
तर्पय्,14,part,no exact MW headword
त्रायत्रिंश,14,noun,no exact MW headword
निरूपय्,14,part,no exact MW headword
निर्दह्,14,verb,no exact MW headword
परिदेवय्,14,verb,no exact MW headword
परिपालय्,14,part,no exact MW headword
परिष्कृ,14,part,no exact MW headword
पूरय्,14,verb,no exact MW headword
प्या,14,verb,no exact MW headword
प्रकल्पय्,14,verb,no exact MW headword
प्रतिपादय्,14,verb,no exact MW headword
प्रवासय्,14,verb,no exact MW headword
प्रवेशय्,14,part,no exact MW headword
प्रसादय्,14,verb,no exact MW headword
प्रहर्षय्,14,part,no exact MW headword
भावय्,14,part,no exact MW headword
महीय्,14,verb,no exact MW headword
यथाक्रमम्,14,indecl,no exact MW headword
वञ्चय्,14,part,no exact MW headword
वर्णय्,14,part,no exact MW headword
विगल्,14,part,no exact MW headword
विसर्जय्,14,part,no exact MW headword
विस्फारय्,14,part,no exact MW headword
व्यवसा,14,verb,no exact MW headword
संप्रयोग,14,noun,no exact MW headword
संभाषय्,14,part,no exact MW headword
हिमवन्त्,14,noun,no exact MW headword
अबुध,13,noun,no exact MW headword
अवधारय्,13,indecl,no exact MW headword
आरोपय्,13,part,no exact MW headword
आवेदय्,13,verb,no exact MW headword
आसादय्,13,indecl,no exact MW headword
कथ1,13,part,no exact MW headword
कुड्य,13,noun,no exact MW headword
कोपय्,13,part,no exact MW headword
तर्पय्,13,verb,no exact MW headword
नयुत,13,noun,no exact MW headword
निपातय्,13,verb,no exact MW headword
निपीडय्,13,part,no exact MW headword
परिवर्जय्,13,verb,no exact MW headword
प्रतिम,13,noun,no exact MW headword
प्रबोधय्,13,part,no exact MW headword
मोहिता,13,noun,no exact MW headword
रक्षक,13,noun,no exact MW headword
वर्धय्,13,part,no exact MW headword
वासय्,13,verb,no exact MW headword
शुश्रूष्,13,verb,no exact MW headword
शोधय्,13,part,no exact MW headword
शोधय्,13,verb,no exact MW headword
समाहर्तृ,13,noun,no exact MW headword
सादय्,13,verb,no exact MW headword
अग्नीषोम,12,noun,no exact MW headword
अनुपालय्,12,part,no exact MW headword
अनुपालय्,12,verb,no exact MW headword
अनुसारिन्,12,noun,no exact MW headword
अभिपीडय्,12,part,no exact MW headword
अभ्युद्गम्,12,part,no exact MW headword
अवस्थापय्,12,indecl,no exact MW headword
आराधय्,12,verb,no exact MW headword
आहारय्,12,verb,no exact MW headword
उपपादय्,12,verb,no exact MW headword
कथंचन,12,indecl,no exact MW headword
गमय्,12,verb,no exact MW headword
जम्बुमालिन्,12,noun,no exact MW headword
तडाग,12,noun,no exact MW headword
तोषय्,12,part,no exact MW headword
दारिद्र्य,12,noun,no exact MW headword
नवति,12,noun,no exact MW headword
निःश्वास,12,noun,no exact MW headword
निमन्त्रय्,12,part,no exact MW headword
निश्चर्,12,verb,no exact MW headword
निसृज्,12,part,no exact MW headword
परिज्ञा,12,indecl,no exact MW headword
पर्यट्,12,part,no exact MW headword
पातय्,12,part,no exact MW headword
पार्श्वतस्,12,indecl,no exact MW headword
प्रतिच्छद्,12,part,no exact MW headword
प्रतिपादय्,12,part,no exact MW headword
प्रतिपूजय्,12,verb,no exact MW headword
प्रत्युत्पद्,12,part,no exact MW headword
प्रसादय्,12,indecl,no exact MW headword
प्रेषय्,12,part,no exact MW headword
भ्रुकुटि,12,noun,no exact MW headword
मज्मन्,12,noun,no exact MW headword
यन्त्रय्,12,part,no exact MW headword
वित्रासय्,12,part,no exact MW headword
विनिपातय्,12,part,no exact MW headword
शतशस्,12,indecl,no exact MW headword
शरभङ्ग,12,noun,no exact MW headword
शिक्षय्,12,part,no exact MW headword
श्रावय्,12,part,no exact MW headword
संचोदय्,12,verb,no exact MW headword
समनुप्राप्,12,part,no exact MW headword
समर्पय्,12,verb,no exact MW headword
समीरय्,12,part,no exact MW headword
समुच्छ्रि,12,part,no exact MW headword
सम्पूजय्,12,indecl,no exact MW headword
सम्यक्सम्बोधि,12,noun,no exact MW headword
सूचय्,12,part,no exact MW headword
अनुज्ञापय्,11,indecl,no exact MW headword
अभिवन्द्,11,indecl,no exact MW headword
अमर्षिन्,11,noun,no exact MW headword
आज्ञापय्,11,part,no exact MW headword
ईप्सय्,11,part,no exact MW headword
उत्पादय्,11,part,no exact MW headword
कालगत,11,noun,no exact MW headword
खण्डय्,11,part,no exact MW headword
गमय्,11,part,no exact MW headword
जटायुष,11,noun,no exact MW headword
नमस्यन्तः,11,,no exact MW headword
नाशय्,11,part,no exact MW headword
निपीडय्,11,indecl,no exact MW headword
निवर्तय्,11,part,no exact MW headword
पट्टिस,11,noun,no exact MW headword
प्रतिवेदय्,11,verb,no exact MW headword
प्रभविष्णु,11,noun,no exact MW headword
प्रस्थापय्,11,indecl,no exact MW headword
ब्रह्मर्षि,11,noun,no exact MW headword
मृदङ्ग,11,noun,no exact MW headword
यथाशक्ति,11,indecl,no exact MW headword
योजय्,11,part,no exact MW headword
योधय्,11,verb,no exact MW headword
लङ्घय्,11,verb,no exact MW headword
वरवर्णिनी,11,noun,no exact MW headword
वर्तय्,11,part,no exact MW headword
वाहय्,11,part,no exact MW headword
विनिहन्,11,indecl,no exact MW headword
विमानय्,11,part,no exact MW headword
विलोकय्,11,part,no exact MW headword
विहेठा,11,noun,no exact MW headword
शमय्,11,part,no exact MW headword
शुश्रूष्,11,part,no exact MW headword
शोषय्,11,verb,no exact MW headword
संघुष्,11,part,no exact MW headword
समादिस्,11,verb,no exact MW headword
समारोपय्,11,indecl,no exact MW headword
सम्पादय्,11,verb,no exact MW headword
सान्त्वय्,11,indecl,no exact MW headword
स्था1_णिच्,11,part,no exact MW headword
हयमेध,11,noun,no exact MW headword
अङ्कय्,10,part,no exact MW headword
अनुलिप्,10,part,no exact MW headword
अभिरोचय्,10,verb,no exact MW headword
अवभासय्,10,indecl,no exact MW headword
आदिक,10,noun,no exact MW headword
आप्रच्छ्,10,verb,no exact MW headword
ईरय्,10,verb,no exact MW headword
उत्थापय्,10,verb,no exact MW headword
उपनामय्,10,verb,no exact MW headword
उपपादय्,10,part,no exact MW headword
उपार्जय्,10,part,no exact MW headword
कथंचिद्,10,indecl,no exact MW headword
क्षुध्,10,part,no exact MW headword
क्षोभय्,10,verb,no exact MW headword
ख्यापय्,10,verb,no exact MW headword
ग्रन्थ्,10,part,no exact MW headword
छादय्,10,verb,no exact MW headword
देवान्तक,10,noun,no exact MW headword
धर्षय्,10,verb,no exact MW headword
निष्कासय्,10,part,no exact MW headword
परिशुष्,10,part,no exact MW headword
प्रकीर्तय्,10,part,no exact MW headword
प्रदर्शय्,10,part,no exact MW headword
प्रवर्तय्,10,part,no exact MW headword
बलीवर्द,10,noun,no exact MW headword
मादय्,10,verb,no exact MW headword
वरय्,10,verb,no exact MW headword
विप्रद्रु,10,verb,no exact MW headword
विहायस्,10,noun,no exact MW headword
शमय्,10,verb,no exact MW headword
शिरोरुह,10,noun,no exact MW headword
शृगाल,10,noun,no exact MW headword
शोभय्,10,verb,no exact MW headword
शोशुच्,10,part,no exact MW headword
संपश्,10,verb,no exact MW headword
सपर्य्,10,verb,no exact MW headword
समुत्पाटय्,10,indecl,no exact MW headword
सम्पूजय्,10,verb,no exact MW headword
सम्भावय्,10,part,no exact MW headword
स्वज,10,noun,no exact MW headword
अन्विष्,9,indecl,no exact MW headword
अभिसंबुध्,9,verb,no exact MW headword
अर्दय्,9,verb,no exact MW headword
अर्धरात्र,9,noun,no exact MW headword
अवतृ,9,verb,no exact MW headword
अवलिप्,9,part,no exact MW headword
आलोचय्,9,part,no exact MW headword
आस्वादय्,9,part,no exact MW headword
काङ्क्ष्,9,verb,no exact MW headword
कारय्,9,indecl,no exact MW headword
गन्धर्वी,9,noun,no exact MW headword
जनपद,9,noun,no exact MW headword
तर्कय्,9,part,no exact MW headword
तर्कय्,9,verb,no exact MW headword
तात,9,noun,no exact MW headword
तुरंगम,9,noun,no exact MW headword
त्रासय्,9,verb,no exact MW headword
धारयता,9,noun,no exact MW headword
नकिर्,9,indecl,no exact MW headword
नमः,9,indecl,no exact MW headword
निर्भर्त्सय्,9,indecl,no exact MW headword
परित्रस्,9,part,no exact MW headword
परिदीव्,9,part,no exact MW headword
पातय्,9,indecl,no exact MW headword
मनाप,9,noun,no exact MW headword
मन्त्रय्,9,indecl,no exact MW headword
यथाशास्त्रम्,9,indecl,no exact MW headword
वञ्चय्,9,indecl,no exact MW headword
वाचय्,9,verb,no exact MW headword
वितिमिर,9,noun,no exact MW headword
वित्रस्,9,verb,no exact MW headword
विनाशय्,9,verb,no exact MW headword
विशृ,9,verb,no exact MW headword
वेदय्,9,verb,no exact MW headword
व्यवलोकय्,9,part,no exact MW headword
व्यवलोकय्,9,verb,no exact MW headword
संतापय्,9,verb,no exact MW headword
संमा,9,part,no exact MW headword
समभिद्रु,9,verb,no exact MW headword
समाधू,9,part,no exact MW headword
समीह्,9,verb,no exact MW headword
समुद्गम्,9,part,no exact MW headword
सम्पादय्,9,part,no exact MW headword
सम्पूजय्,9,part,no exact MW headword
सम्मन्त्रय्,9,indecl,no exact MW headword
सूदय्,9,verb,no exact MW headword
हारय्,9,verb,no exact MW headword
(युष्मद्,8,part,no exact MW headword
अनुगमन,8,noun,no exact MW headword
अनुरञ्जय्,8,verb,no exact MW headword
अभिपूजय्,8,part,no exact MW headword
अभिपूजय्,8,verb,no exact MW headword
अभिसंबुध्,8,indecl,no exact MW headword
अभ्यर्थय्,8,part,no exact MW headword
अर्चय्,8,verb,no exact MW headword
अवप्लु,8,indecl,no exact MW headword
अवभासय्,8,verb,no exact MW headword
अवस्थापन,8,noun,no exact MW headword
असंस्तुत,8,noun,no exact MW headword
आनायय्,8,indecl,no exact MW headword
आलोकय्,8,verb,no exact MW headword
आश्रमिन्,8,noun,no exact MW headword
इषुधि,8,noun,no exact MW headword
उपकल्पय्,8,part,no exact MW headword
उपगुह्,8,indecl,no exact MW headword
उपश्रु,8,part,no exact MW headword
उपोपविश्,8,part,no exact MW headword
ऋष्यमूक,8,noun,no exact MW headword
औपनिषदिक,8,noun,no exact MW headword
कथय्,8,indecl,no exact MW headword
कपिध्वज,8,noun,no exact MW headword
किञ्चन,8,part,no exact MW headword
कुत्सय्,8,part,no exact MW headword
केशिमथन,8,noun,no exact MW headword
क्षुध्,8,noun,no exact MW headword
चारय्,8,verb,no exact MW headword
चालय्,8,part,no exact MW headword
चित्रवर्ण,8,noun,no exact MW headword
छेदय्,8,verb,no exact MW headword
तारय्,8,part,no exact MW headword
तोषय्,8,verb,no exact MW headword
त्वरय्,8,verb,no exact MW headword
दुराप,8,noun,no exact MW headword
दूरतर,8,noun,no exact MW headword
धार्यता,8,noun,no exact MW headword
निमन्त्रय्,8,verb,no exact MW headword
निर्माणरति,8,noun,no exact MW headword
निर्वर्तय्,8,verb,no exact MW headword
निषूदय्,8,part,no exact MW headword
निष्पत्,8,indecl,no exact MW headword
नू,8,verb,no exact MW headword
न्याञ्च्,8,noun,no exact MW headword
पीडितक,8,noun,no exact MW headword
पृथग्विध,8,noun,no exact MW headword
प्रतिपालय्,8,verb,no exact MW headword
प्रतिष्ठापय्,8,verb,no exact MW headword
प्रलोभय्,8,verb,no exact MW headword
प्रहर्षय्,8,verb,no exact MW headword
बहिष्कृ,8,part,no exact MW headword
भगवन्त्,8,noun,no exact MW headword
भ्रामयन्,8,,no exact MW headword
भ्रामय्,8,indecl,no exact MW headword
भ्रामय्,8,part,no exact MW headword
भ्रामय्,8,verb,no exact MW headword
मधुमथन,8,noun,no exact MW headword
मर्दय्,8,part,no exact MW headword
मादृश,8,noun,no exact MW headword
रचय्,8,verb,no exact MW headword
रन्,8,verb,no exact MW headword
लङ्घय्,8,indecl,no exact MW headword
लङ्घय्,8,part,no exact MW headword
वायुपुत्र,8,noun,no exact MW headword
वाह्लीक,8,noun,no exact MW headword
विज्ञापय्,8,part,no exact MW headword
विदारय्,8,indecl,no exact MW headword
विनर्द्,8,part,no exact MW headword
विनादय्,8,part,no exact MW headword
विरूपय्,8,part,no exact MW headword
विश्वासय्,8,part,no exact MW headword
वैयावृत्य,8,noun,no exact MW headword
संचारय्,8,verb,no exact MW headword
संत्वर्,8,part,no exact MW headword
संदर्शय्,8,verb,no exact MW headword
समादिस्,8,part,no exact MW headword
समालोकय्,8,indecl,no exact MW headword
समाश्वासय्,8,verb,no exact MW headword
समासादय्,8,part,no exact MW headword
समुक्ष्,8,part,no exact MW headword
सिद्धाश्रम,8,noun,no exact MW headword
स्नापय्,8,verb,no exact MW headword
स्पृहय्,8,verb,no exact MW headword
(सिद्ध्यति),7,,no exact MW headword
अजाविक,7,noun,no exact MW headword
अट्टालक,7,noun,no exact MW headword
अतुष्ट,7,noun,no exact MW headword
अधिमुक्ति,7,noun,no exact MW headword
अनपत्य,7,noun,no exact MW headword
अनुचिन्तय्,7,verb,no exact MW headword
अपवाहय्,7,part,no exact MW headword
अभिचोदय्,7,part,no exact MW headword
अभीप्स्,7,part,no exact MW headword
अमर्षित,7,noun,no exact MW headword
अर्वाञ्च्,7,noun,no exact MW headword
अवरोपय्,7,part,no exact MW headword
अस्वस,7,stem,no exact MW headword
आप्रच्छ्,7,part,no exact MW headword
आरोचय्,7,verb,no exact MW headword
आलिङ्गय्,7,part,no exact MW headword
आसादय्,7,verb,no exact MW headword
उत्तृ,7,indecl,no exact MW headword
उद्वेजय्,7,verb,no exact MW headword
उपधारय्,7,verb,no exact MW headword
उपवेशय्,7,indecl,no exact MW headword
कक्षीवन्त्,7,noun,no exact MW headword
कदापि,7,indecl,no exact MW headword
कम्पय्,7,verb,no exact MW headword
कर्तु,7,noun,no exact MW headword
काकणी,7,noun,no exact MW headword
कामय्,7,part,no exact MW headword
कारयितु,7,noun,no exact MW headword
कुष्ठिन्,7,noun,no exact MW headword
कैवर्त,7,noun,no exact MW headword
गेहिनी,7,noun,no exact MW headword
चूर्णय्,7,part,no exact MW headword
छादय्,7,part,no exact MW headword
